"x","y"
0.353333333333333,14
0.513888888888889,22
0.526388888888889,23
0.557222222222222,24
0.567222222222222,24
0.573333333333333,25
5.59527777777778,54
7.03027777777778,55
7.0425,56
7.25194444444444,60
6.56861111111111,54
6.5775,54
6.5875,54
6.59083333333333,54
6.595,54
15.9355555555556,661
15.9686111111111,661
16.3161111111111,704
12.7977777777778,589
12.8122222222222,590
12.8277777777778,591
12.8383333333333,591
12.8477777777778,591
12.8808333333333,595
12.9152777777778,596
12.9355555555556,597
12.9494444444444,598
12.9511111111111,598
17.8011111111111,854
16.6144444444444,737
16.5708333333333,733
16.3552777777778,714
16.3847222222222,717
16.4344444444444,724
16.4780555555556,728
11.9875,558
10.1816666666667,297
10.2575,319
10.3675,349
10.2808333333333,329
10.3275,338
11.0088888888889,467
10.7180555555556,428
10.2452777777778,315
10.1572222222222,285
10.0797222222222,256
10.0066666666667,236
10.0122222222222,238
10.0255555555556,240
11.7902777777778,544
11.9313888888889,553
10.5477777777778,385
10.7672222222222,438
11.1902777777778,494
11.0352777777778,471
11.6244444444444,527
10.9236111111111,451
10.9497222222222,454
10.9536111111111,455
10.9736111111111,458
10.2791666666667,329
9.87027777777778,210
9.96055555555555,230
11.2266666666667,498
11.0388888888889,472
11.0558333333333,476
11.5802777777778,526
11.2827777777778,502
11.0125,468
11.0191666666667,468
11.8936111111111,552
11.9419444444444,554
26.9247222222222,929
24.5475,918
19.6105555555556,883
57.9727777777778,981
9.12222222222222,155
8.19416666666667,92
8.14694444444445,84
8.08527777777778,76
8.08666666666667,77
8.12888888888889,81
8.2375,96
8.23777777777778,97
8.25138888888889,99
14.3494444444444,648
14.3858333333333,649
14.4052777777778,650
14.5027777777778,651
13.9225,640
14,642
14.0861111111111,643
14.1288888888889,644
14.7133333333333,653
15.8269444444444,659
15.8883333333333,660
14.9030555555556,656
15.3372222222222,657
13.7125,638
